"Sample","Ctrl_BKS_2202","Ctrl_BKS_2203","Ctrl_BKS_2206","Ctrl_BKS_2211","HF_BKS_2214","HF_BKS_2216","HF_BKS_2217","HF_BKS_2218","Ctrl_BKS_db._2225","Ctrl_BKS_db._2226","Ctrl_BKS_db._2227","Ctrl_BKS_db._2231","HF_BKS_db._2239","HF_BKS_db._2241","HF_BKS_db._2242","HF_BKS_db._2243","Ctrl_BL6_2249","Ctrl_BL6_2250","Ctrl_BL6_2251","Ctrl_BL6_2252","HF_BL6_2260","HF_BL6_2261","HF_BL6_2262","HF_BL6_2266","Ctrl_BL6_db._2273","Ctrl_BL6_db._2274","Ctrl_BL6_db._2275","Ctrl_BL6_db._2279","HF_BL6_db._2286","HF_BL6_db._2287","HF_BL6_db._2288","HF_BL6_db._2289","Ctrl_BTBR_2292","Ctrl_BTBR_2293","Ctrl_BTBR_2297","Ctrl_BTBR_2298","HF_BTBR_2306","HF_BTBR_2307","HF_BTBR_2308","HF_BTBR_2309","Ctrl_BTBR_ob._2316","Ctrl_BTBR_ob._2317","Ctrl_BTBR_ob._2318","Ctrl_BTBR_ob._2320","HF_BTBR_ob._2329","HF_BTBR_ob._2331","HF_BTBR_ob._2333","HF_BTBR_ob._2334","QC","QC.1","QC.2","QC.3","QC.4","QC.5","QC.6"
"DG 37:4; [M+NH4]+@7.89",7716.29116909091,10394.3462054545,8019.7261,6596.50616363636,5984.88111392727,14822.0863290909,8616.38082,3895.49399612727,19010.1250345455,12066.2771589091,6774.80716545454,9858.72197818182,14822.0863290909,10197.8882358182,5750.06363818182,9073.61237109091,14822.0863290909,12619.5251472727,10023.3356785455,16764.0805509091,5405.89216181818,5405.89216181818,14405.5111109091,9073.61237109091,3699.12319818182,6173.07772,5750.06363818182,8910.78444667273,10394.3462054545,7869.07008254545,14225.0361927273,10908.5285236364,14822.0863290909,25304.7201116364,19248.3127436364,16186.70464,14822.0863290909,15792.1034492727,9561.66465454546,13358.6582116364,14225.0361927273,11686.0769636364,17801.2039654545,20518.8130363636,18064.4312825455,11176.7533054545,14405.5111109091,13547.3755890909,9073.61237109091,16376.4568581818,16556.9071145455,17011.6993563636,7716.29116909091,17011.6993563636,10722.1093909091
"DG 38:0; [M+NH4]+@9.28",131187.154527273,216264.997654545,131187.154527273,324377.870090909,122217.702981818,366983.748363636,352403.601109091,145129.163909091,93458.7746181818,199062.126454545,128508.222381818,109750.3102,95569.2504363636,131187.154527273,127089.103581818,185775.095781818,97749.9371272727,138497.939527273,132515.487109091,93458.7746181818,283124.736218182,211913.229818182,180453.270490909,98715.0489818182,324377.870090909,485883.588854545,283124.736218182,265550.391,265550.391,155852.877163636,149480.446654545,132515.487109091,302115.793636364,238734.441981818,191893.181581818,270178.934181818,342497.831745455,357355.65,234028.268545455,357355.65,234028.268545455,725389.384545455,493945.833636364,493945.833636364,283124.736218182,347298.016309091,534808.245272727,249845.734854545,347298.016309091,288986.679709091,260709.985581818,260709.985581818,283124.736218182,220988.005963636,188980.043072727
"DG 38:1; [M+NH4]+@8.99",47014.1488023636,29008.1747170909,42572.5076545455,23321.6596761818,42572.5076545455,40745.3794454545,21038.8594309091,50295.1535272727,60871.1379090909,26717.1308181818,30458.3296163636,49286.0710363636,47646.5150727273,31544.1779090909,43029.4435272727,24006.3551872727,38990.7674363636,39378.2725654546,36724.9901636364,42572.5076545455,24006.3551872727,27268.9427454545,29770.8727907273,33708.2585636364,23321.6596761818,24006.3551872727,18566.9278965455,16376.4568581818,20754.9612527273,26981.5140009091,34173.7103127273,29383.0054727273,56509.5886181818,39862.2790909091,50849.4264909091,36724.9901636364,35888.5268909091,41176.2133090909,51371.9604545455,36724.9901636364,36724.9901636364,32749.1110727273,45934.1632363636,38134.6683763636,36362.6618727273,42102.7588727273,21583.4031527273,30458.3296163636,37149.6829818182,32296.6482127273,31544.1779090909,30772.191804,31159.6627818182,33708.2585636364,34173.7103127273
"DG 38:2; [M+NH4]+@8.61",82465.2107636364,45934.1632363636,66301.4464181818,70133.3538181818,70133.3538181818,72462.4126181818,65617.5806545455,66301.4464181818,89522.0010363636,75990.2405272727,75329.3198363636,60871.1379090909,83905.0134909091,47014.1488023636,57235.7184,92070.9993636364,50849.4264909091,37149.6829818182,62119.0077818182,50295.1535272727,33708.2585636364,33156.3412945455,67947.4837090909,49867.1029290909,39378.2725654546,35888.5268909091,31159.6627818182,49867.1029290909,61412.3863272727,51371.9604545455,78918.3584909091,50849.4264909091,86509.2381090909,60871.1379090909,62119.0077818182,46501.1238072727,40745.3794454545,65617.5806545455,64260.9531818182,48730.9416909091,47014.1488023636,26981.5140009091,47014.1488023636,70872.1591636364,48730.9416909091,35888.5268909091,84750.3011636364,70872.1591636364,43656.9797216364,69354.2205818182,62119.0077818182,70872.1591636364,60871.1379090909,48161.4923818182,46501.1238072727
"DG 38:3; [M+NH4]+@8.38",485883.588854545,202332.898,509721.681454545,185775.095781818,342497.831745455,402103.885290909,185775.095781818,421090.204981818,725389.384545455,288986.679709091,366983.748363636,501970.100963636,566335.208181818,220988.005963636,366983.748363636,275963.763890909,429170.376181818,314010.530727273,386929.186727273,366983.748363636,166288.745436364,116627.565981818,249845.734854545,234028.268545455,288986.679709091,243274.044890909,208616.254927273,177743.180781818,188980.043072727,255654.402309091,361393.256054545,308174.556236364,421090.204981818,296689.507672727,314010.530727273,336443.352327273,188980.043072727,229137.938672727,342497.831745455,302115.793636364,185775.095781818,145129.163909091,243274.044890909,275963.763890909,255654.402309091,195514.4102,275963.763890909,308174.556236364,255654.402309091,352403.601109091,347298.016309091,347298.016309091,372476.228109091,372476.228109091,394601.712327273
"DG 38:4; [M+NH4]+@8.13",2548118.16727273,1671006.19952727,2445926.33309091,1382832.90854545,2160207.03890909,2958039.20727273,1472054.51363636,2958039.20727273,4453427.14,1979433.65890909,1979433.65890909,4057441.40327273,4944800.21436364,1548754.91745455,2657732.42963636,1979433.65890909,3636032.51763636,2657732.42963636,2836002.89909091,2445926.33309091,1334212.05254545,956432.847272727,2160207.03890909,2235425.09818182,2054232.07745455,1671006.19952727,1608154.68690909,1608154.68690909,1086745.85254545,2160207.03890909,3126137.992,3126137.992,3126137.992,3280131.85381818,2735573.60509091,2958039.20727273,2054232.07745455,2445926.33309091,2657732.42963636,2445926.33309091,2235425.09818182,1472054.51363636,2235425.09818182,1979433.65890909,2445926.33309091,1286915.13227273,1979433.65890909,2235425.09818182,1843243.32909091,2235425.09818182,2160207.03890909,2160207.03890909,2160207.03890909,2235425.09818182,2160207.03890909
"DG 38:5; [M+NH4]+@7.72",70872.1591636364,36362.6618727273,63392.8694727273,50849.4264909091,57713.8218545455,57235.7184,30458.3296163636,80698.3693636364,105234.515672727,66301.4464181818,64260.9531818182,83905.0134909091,78279.7154,47646.5150727273,70872.1591636364,60871.1379090909,84750.3011636364,72462.4126181818,56509.5886181818,73674.2682,50295.1535272727,53734.9651454545,101727.941818182,42572.5076545455,45934.1632363636,38990.7674363636,36362.6618727273,81817.6060727273,31937.1581127273,65617.5806545455,59456.2329636364,69354.2205818182,64839.9528909091,80698.3693636364,74496.2867454545,88543.1133454545,62813.8803818182,62119.0077818182,70872.1591636364,47014.1488023636,45934.1632363636,66301.4464181818,61412.3863272727,80698.3693636364,48161.4923818182,40745.3794454545,61412.3863272727,60209.6586363636,55207.9209454545,54657.5092,60209.6586363636,67071.7863950909,53734.9651454545,69354.2205818182,63392.8694727273
"DG 38:6; [M+NH4]+@7.49",22727.8978363636,21291.1931309091,21291.1931309091,27629.6864654545,21583.4031527273,31544.1779090909,16376.4568581818,31159.6627818182,45934.1632363636,23085.9977018182,25635.3951909091,28052.7168418182,37149.6829818182,21846.7412194545,35888.5268909091,29770.8727907273,38576.2983272727,34173.7103127273,34749.8895763636,32296.6482127273,26981.5140009091,44327.6724181818,40325.7905636364,24691.6429563636,25635.3951909091,21846.7412194545,22455.1957709091,38990.7674363636,30772.191804,28052.7168418182,27268.9427454545,38990.7674363636,41644.1939272727,30772.191804,35117.5425818182,30772.191804,21846.7412194545,18566.9278965455,44327.6724181818,31937.1581127273,39378.2725654546,24691.6429563636,30772.191804,48730.9416909091,36724.9901636364,26717.1308181818,27629.6864654545,30772.191804,32749.1110727273,21583.4031527273,24345.2378727273,29770.8727907273,23677.7103381818,35117.5425818182,37149.6829818182
"DG 38:7; [M+NH4]+@7.04",1829.85498,2413.21429387273,1653.72976909091,1207.59834,958.809989581818,958.809989581818,958.809989581818,958.809989581818,1829.85498,1829.85498,2076.60760909091,2807.06614363636,2586.8158994,2235.14979063636,2413.21429387273,3526.56408545455,5560.27774181818,2949.29036592727,2807.06614363636,4639.68148521818,4797.12763818182,4797.12763818182,8746.44234583636,6437.97570910909,5405.89216181818,4639.68148521818,1207.59834,10557.9830307818,2235.14979063636,3895.49399612727,2807.06614363636,1653.72976909091,5750.06363818182,958.809989581818,3111.66228545455,4316.57966,1653.72976909091,2076.60760909091,3526.56408545455,1426.08271636364,2586.8158994,1426.08271636364,2586.8158994,7539.76609272727,2949.29036592727,2076.60760909091,2949.29036592727,4095.34489454545,1829.85498,2413.21429387273,2235.14979063636,2076.60760909091,2807.06614363636,2413.21429387273,2076.60760909091
"DG 39:0; [M+NH4]+@9.52",10908.5285236364,22455.1957709091,10557.9830307818,23677.7103381818,8019.7261,24691.6429563636,19248.3127436364,9236.71384361818,5880.02899454546,10197.8882358182,7362.95283854545,7362.95283854545,9236.71384361818,7188.67688912727,9561.66465454546,12066.2771589091,4639.68148521818,10197.8882358182,9236.71384361818,10908.5285236364,22455.1957709091,17244.5331932727,16764.0805509091,6919.03179636364,15375.5682672727,31544.1779090909,18309.8789049091,17628.4040290909,18064.4312825455,10394.3462054545,6437.97570910909,9561.66465454546,19724.8928672727,23321.6596761818,31159.6627818182,21038.8594309091,20754.9612527273,18776.3222509091,16186.70464,16556.9071145455,21583.4031527273,78918.3584909091,34173.7103127273,29008.1747170909,52044.4208545455,26981.5140009091,51371.9604545455,17244.5331932727,24691.6429563636,16186.70464,17429.1716,9858.72197818182,14225.0361927273,12066.2771589091,11686.0769636364
"DG 39:2; [M+NH4]+@9.34",24345.2378727273,134210.897745455,51371.9604545455,77483.1076749091,26398.3215745455,172120.025072727,123554.593418182,26717.1308181818,25304.7201116364,57713.8218545455,42102.7588727273,25635.3951909091,25001.248,38576.2983272727,23321.6596761818,79774.9632181818,27268.9427454545,39862.2790909091,83905.0134909091,25635.3951909091,155852.877163636,84750.3011636364,60209.6586363636,52659.7510545455,96691.3520727273,177743.180781818,83905.0134909091,106509.658654545,102872.202327273,62813.8803818182,46501.1238072727,56509.5886181818,123554.593418182,92070.9993636364,54259.0311090909,107642.341527273,128508.222381818,205506.971072727,62119.0077818182,147384.414454545,78279.7154,329057.429454545,220988.005963636,220988.005963636,111179.989963636,140396.293327273,361393.256054545,107642.341527273,96691.3520727273,75990.2405272727,82465.2107636364,83238.6674,78279.7154,43656.9797216364,39862.2790909091
"DG 39:4; [M+NH4]+@8.40",7051.10208363636,7051.10208363636,7362.95283854545,9236.71384361818,7539.76609272727,10722.1093909091,2586.8158994,7869.07008254545,14822.0863290909,6919.03179636364,4797.12763818182,12619.5251472727,15550.3520010909,7362.95283854545,10394.3462054545,4474.12623272727,12247.7855169091,7362.95283854545,9401.40962545455,6774.80716545454,5750.06363818182,3300.85320545455,4095.34489454545,8019.7261,7362.95283854545,7869.07008254545,3300.85320545455,2076.60760909091,5232.34559570909,7716.29116909091,4474.12623272727,5232.34559570909,11898.8656041818,13547.3755890909,5880.02899454546,13547.3755890909,6919.03179636364,5984.88111392727,8746.44234583636,6774.80716545454,6437.97570910909,7716.29116909091,9236.71384361818,6173.07772,9561.66465454546,8308.4443118,17011.6993563636,9401.40962545455,7716.29116909091,8143.88668890909,8616.38082,8019.7261,8143.88668890909,4797.12763818182,11050.3028194545
"DG 40:0; [M+NH4]+@9.64",64260.9531818182,116627.565981818,101727.941818182,145129.163909091,78279.7154,302115.793636364,199062.126454545,85703.7967636364,59456.2329636364,105234.515672727,75990.2405272727,74496.2867454545,64839.9528909091,79774.9632181818,74496.2867454545,122217.702981818,60871.1379090909,70872.1591636364,83238.6674,75990.2405272727,177743.180781818,131187.154527273,102872.202327273,62119.0077818182,195514.4102,308174.556236364,180453.270490909,128508.222381818,182931.081509091,95569.2504363636,103935.133381818,89522.0010363636,172120.025072727,134210.897745455,90965.1124,151947.385872727,195514.4102,191893.181581818,147384.414454545,260709.985581818,112541.002236364,394601.712327273,275963.763890909,255654.402309091,180453.270490909,166288.745436364,279177.118436364,136126.877309091,205506.971072727,195514.4102,180453.270490909,177743.180781818,172120.025072727,142797.592636364,101727.941818182
"DG 40:1; [M+NH4]+@9.37",151947.385872727,60209.6586363636,123554.593418182,71641.0117090909,120617.657745455,155852.877163636,50849.4264909091,149480.446654545,119024.907763636,58891.8455090909,70133.3538181818,132515.487109091,134210.897745455,70872.1591636364,120617.657745455,85703.7967636364,138497.939527273,107642.341527273,95569.2504363636,109750.3102,42102.7588727273,55738.0478727273,64260.9531818182,78279.7154,69354.2205818182,76699.4683454545,74496.2867454545,64260.9531818182,76699.4683454545,78918.3584909091,106509.658654545,94541.6636363636,107642.341527273,127089.103581818,108642.957181818,112541.002236364,122217.702981818,97749.9371272727,107642.341527273,123554.593418182,93458.7746181818,84750.3011636364,120617.657745455,69354.2205818182,95569.2504363636,78279.7154,85703.7967636364,88543.1133454545,83905.0134909091,109750.3102,83238.6674,72462.4126181818,88543.1133454545,95569.2504363636,83238.6674
"DG 40:2; [M+NH4]+@9.03",37149.6829818182,23677.7103381818,55738.0478727273,26717.1308181818,29008.1747170909,38576.2983272727,21583.4031527273,44327.6724181818,42572.5076545455,26981.5140009091,27268.9427454545,38576.2983272727,30458.3296163636,22127.6094909091,24006.3551872727,26717.1308181818,22727.8978363636,18309.8789049091,29008.1747170909,26717.1308181818,8478.83729090909,10557.9830307818,20518.8130363636,21038.8594309091,18566.9278965455,17801.2039654545,22727.8978363636,22455.1957709091,13358.6582116364,16376.4568581818,30772.191804,28052.7168418182,37721.5597818182,24345.2378727273,25001.248,15168.5086836364,30458.3296163636,17801.2039654545,30772.191804,27629.6864654545,24006.3551872727,19248.3127436364,22455.1957709091,14960.4471181818,26057.0556,15168.5086836364,13172.0136563636,21038.8594309091,25635.3951909091,21038.8594309091,23677.7103381818,22127.6094909091,24345.2378727273,28338.46846,25001.248
"DG 40:4; [M+NH4]+@8.49",87703.3255636364,49867.1029290909,86509.2381090909,58891.8455090909,72462.4126181818,109750.3102,62813.8803818182,79774.9632181818,195514.4102,97749.9371272727,96691.3520727273,128508.222381818,147384.414454545,48730.9416909091,71641.0117090909,75329.3198363636,102872.202327273,97749.9371272727,147384.414454545,103935.133381818,64839.9528909091,40325.7905636364,69354.2205818182,122217.702981818,105234.515672727,94541.6636363636,75990.2405272727,52044.4208545455,60871.1379090909,102872.202327273,128508.222381818,102872.202327273,185775.095781818,109750.3102,100629.606090909,102872.202327273,45934.1632363636,81817.6060727273,100629.606090909,87703.3255636364,65617.5806545455,58409.0806545455,87703.3255636364,105234.515672727,83905.0134909091,66301.4464181818,109750.3102,99579.8913454546,75990.2405272727,93458.7746181818,101727.941818182,94541.6636363636,107642.341527273,132515.487109091,117988.788109091
"DG 40:5; [M+NH4]+@8.25",28052.7168418182,23085.9977018182,34749.8895763636,27268.9427454545,28659.9203770909,39862.2790909091,22455.1957709091,27268.9427454545,52659.7510545455,34749.8895763636,30127.8273272727,35888.5268909091,53176.8431454545,18309.8789049091,25635.3951909091,27268.9427454545,40325.7905636364,40745.3794454545,47014.1488023636,34173.7103127273,28052.7168418182,28052.7168418182,32296.6482127273,31159.6627818182,22127.6094909091,23321.6596761818,33708.2585636364,28338.46846,23085.9977018182,23321.6596761818,33708.2585636364,42572.5076545455,34173.7103127273,39378.2725654546,26981.5140009091,34173.7103127273,14071.4770527273,38134.6683763636,40745.3794454545,29008.1747170909,24345.2378727273,14822.0863290909,39862.2790909091,22455.1957709091,19724.8928672727,24345.2378727273,23085.9977018182,36362.6618727273,29770.8727907273,35888.5268909091,37721.5597818182,38134.6683763636,29008.1747170909,32749.1110727273,28659.9203770909
