Sample,Ctrl_BKS_2202,Ctrl_BKS_2203,Ctrl_BKS_2206,Ctrl_BKS_2211,HF_BKS_2214,HF_BKS_2216,HF_BKS_2217,HF_BKS_2218,Ctrl_BKS_db+_2225,Ctrl_BKS_db+_2226,Ctrl_BKS_db+_2227,Ctrl_BKS_db+_2231,HF_BKS_db+_2239,HF_BKS_db+_2241,HF_BKS_db+_2242,HF_BKS_db+_2243,Ctrl_BL6_2249,Ctrl_BL6_2250,Ctrl_BL6_2251,Ctrl_BL6_2252,HF_BL6_2260,HF_BL6_2261,HF_BL6_2262,HF_BL6_2266,Ctrl_BL6_db+_2273,Ctrl_BL6_db+_2274,Ctrl_BL6_db+_2275,Ctrl_BL6_db+_2279,HF_BL6_db+_2286,HF_BL6_db+_2287,HF_BL6_db+_2288,HF_BL6_db+_2289,Ctrl_BTBR_2292,Ctrl_BTBR_2293,Ctrl_BTBR_2297,Ctrl_BTBR_2298,HF_BTBR_2306,HF_BTBR_2307,HF_BTBR_2308,HF_BTBR_2309,Ctrl_BTBR_ob+_2316,Ctrl_BTBR_ob+_2317,Ctrl_BTBR_ob+_2318,Ctrl_BTBR_ob+_2320,HF_BTBR_ob+_2329,HF_BTBR_ob+_2331,HF_BTBR_ob+_2333,HF_BTBR_ob+_2334,Tissue_Test Pool_Positive_01,Tissue_Test Pool_Positive_02,Tissue_Test Pool_Positive_03,Tissue_Test Pool_Positive_04,Tissue_Test Pool_Positive_05,Tissue_Test Pool_Positive_06,Tissue_Test Pool_Positive_07
Label,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,Ctrl_BKS,HF_BKS,HF_BKS,HF_BKS,HF_BKS,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,Ctrl_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,HF_BKS_db,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,Ctrl_BL6,HF_BL6,HF_BL6,HF_BL6,HF_BL6,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,Ctrl_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,HF_BL6_db,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,Ctrl_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,HF_BTBR,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,Ctrl_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,HF_BTBR_ob,QC,QC,QC,QC,QC,QC,QC
TG 53:3; [M+NH4]+@10.55,775020.2144,866624.8744,757462.3969,734092.6786,784425.9092,292585.7289,1039398.769,902115.4211,1104731.978,1009669.37,957084.5184,897823.5462,890089.8279,633641.0225,676288.981,525429.3354,656097.3244,622477.2838,456114.7475,673170.1561,680659.4641,601954.6019,578506.5895,767230.7209,612180.9558,531460.5204,249251.4683,615073.2922,726422.0398,578077.7258,798589.3193,559578.4018,1043245.343,830556.5257,713678.8964,1101968.615,957212.2501,843649.9749,530001.1875,896920.864,734177.6719,752260.9972,742872.8826,1016885.153,868126.3993,876817.2384,755236.9202,680474.0998,854383.358,767056.1689,809730.9577,721887.6243,841017.823,876715.0192,928443.5261
TG 53:4; [M+NH4]+@10.37,319137.9068,326297.9297,281848.2846,263571.0788,598257.9184,126659.8163,617401.486,561325.9644,480619.5902,322567.3595,339965.2711,376095.7572,613933.6965,497477.6897,504460.5358,489274.4265,155407.931,204060.5098,145020.1286,241593.8388,447642.9709,435425.4409,356659.2217,438039.1129,208953.3569,148106.01,42862.66938,187497.6141,457311.3978,461189.7694,499111.7387,345013.222,311885.0691,239687.4428,170258.9905,280816.1379,600370.2723,472069.5892,436782.0357,558537.143,171401.9319,278930.2143,220389.8095,290400.1559,574344.0279,513003.1203,519432.7014,521919.7837,367858.5187,315882.2328,457834.6922,399564.2522,362717.5887,455618.6082,362232.4108
TG 53:5; [M+NH4]+@10.20,70812.65962,70204.39502,52973.6533,75300.62461,180414.2048,34734.85509,247252.8621,253791.268,59975.02886,88777.84208,75639.89663,88953.07054,257435.0751,224503.4178,280358.9556,241515.8636,41988.91903,46555.87261,43129.05632,65805.53227,139754.5327,231521.5005,194655.9396,151275.4868,58511.77666,26046.43221,14479.05913,59229.42334,179868.6407,187537.3548,243553.5274,183542.6221,46800.06071,74048.471,30817.92261,70054.76753,181914.424,116837.4725,224642.2876,212255.3526,43662.63033,59597.38574,68080.61845,64734.15475,180439.6488,218451.6021,186619.7965,251279.9476,100531.4302,132471.0701,113519.6898,104387.2991,108450.2124,122615.9981,104483.3745
TG 53:6; [M+NH4]+@10.04,19824.19796,11718.35848,14821.85497,13289.42463,45677.88191,2776.742303,48379.95846,43648.83305,29325.56573,36269.54718,40962.54238,26530.4199,49526.91971,78086.55805,45253.66183,62298.14697,35986.31122,38532.66872,10614.30559,30297.44461,52261.50847,57203.73058,81932.36447,43315.01835,24839.10977,24490.99629,5677.660797,26301.77887,55042.69058,81561.89495,189270.8901,77791.59544,16135.36625,24191.45476,13666.88308,25172.9084,36426.59561,20773.59522,111039.1637,62218.63201,34629.21693,21729.17984,10767.77861,25460.35168,38135.09089,52063.9465,97525.90309,52780.97156,39290.64741,39955.17689,35514.99642,37630.90236,37896.65011,39616.93276,35430.80514
TG 53:7; [M+NH4]+@9.81,8415.997113,N/A,N/A,15945.80077,14025.68445,500.8170854,N/A,10257.01571,4033.086022,5776.519006,N/A,1579.347377,13399.49978,9598.359577,19878.03794,6619.457154,N/A,21176.01792,2604.48197,9502.76582,21711.31563,23127.19729,27555.9227,4555.366337,11240.33756,9340.977952,6891.688494,10048.6961,N/A,24761.86312,13729.2524,16497.72846,4989.857996,15423.7812,9265.888754,9616.735311,12190.71456,9354.454195,10452.37705,8770.716131,12096.1113,10428.49341,1156.633639,6712.276263,18459.30539,N/A,10214.59791,16171.93734,6819.786771,8018.074069,18522.15663,12038.06511,14998.21203,N/A,N/A
TG 54:0; [M+NH4]+@11.23,875467.1094,420237.4659,667813.9788,640908.7179,795697.6415,945714.8394,721751.1344,776177.4153,327351.3691,378746.6253,460563.9888,641757.7049,627107.6923,840464.5219,1129249.346,402355.6661,567446.91,463719.3622,102029.1749,426711.6835,304776.1869,194325.5957,189613.816,268474.6037,926558.6889,1068465.353,446884.8168,734627.7365,611599.8132,354372.638,513238.6827,291237.8261,548887.6753,559295.5791,559454.6152,552931.6243,1456118.076,574645.5782,527697.4471,1112364.372,462465.5285,1241022.947,531168.1559,503125.2966,483035.8817,744152.4997,317577.7788,708259.2488,1351632.493,788025.2079,721664.3887,492990.8176,456654.7182,259723.8239,161864.6558
TG 54:1; [M+NH4]+@11.10,1680658.319,682167.6716,619758.7977,1427371.777,3706935.683,367988.3756,2487252.215,2955721.504,928155.0444,1328628.86,1671976.297,1101225.154,2988218.536,4928306.721,4254929.741,2715168.668,1034152.129,855593.7523,299265.8865,569722.7818,1638912.165,1405782.777,2263348.25,1290227.412,567203.4002,422238.5567,690892.1824,969446.1271,2331649.649,2673808.494,1721075.024,1796931.4,1012751.921,1178546.611,1811698.018,886356.6849,1936928.567,1069461.999,4236728.826,2445754.958,1394473.438,654203.8216,409958.7144,753275.5056,1926926.603,2641265.069,2211038.432,2761965.962,2342157.882,1633586.156,1545036.54,1633713.343,1732094.453,1701726.397,1615000.107
TG 54:2; [M+NH4]+@10.67,10497539.85,5041104.746,4798469.381,7264638.781,14306006.7,2333761.603,13275102.74,13651318.64,6505229.498,9479550.652,9098951.554,7621491.8,13723031.71,13949710.3,13760820.78,11474528.91,6720752.836,5980981.289,2442952.451,4432326.671,9955645.274,9596973.98,9902156.348,9056803.806,4353069.711,3080090.996,3189432.415,7273838.627,13168550.85,12485023.78,10474317.97,8559262.986,6760018.741,8721370.044,9975248.275,7720833.025,10582540.18,8559276.721,16808837.14,14329480.91,9173372.609,5522317.309,3552574.86,6710952.811,12378200.74,13295094.48,12526400.91,14066871.31,11051636.09,10278860.76,9383022.05,11607041.56,10157302.77,11057028.66,10773428.87
TG 54:2; [M+NH4]+@10.95,10497539.85,5041104.746,4798469.381,7264638.781,14306006.7,2333761.603,13275102.74,13651318.64,6505229.498,9479550.652,9098951.554,7621491.8,13723031.71,13949710.3,13760820.78,11474528.91,6720752.836,5980981.289,2442952.451,4432326.671,9955645.274,9596973.98,9902156.348,9056803.806,4353069.711,3080090.996,3189432.415,7273838.627,13168550.85,12485023.78,10474317.97,8559262.986,6760018.741,8721370.044,9975248.275,7720833.025,10582540.18,8559276.721,16808837.14,14329480.91,9173372.609,5522317.309,3552574.86,6710952.811,12378200.74,13295094.48,12526400.91,14066871.31,11051636.09,10278860.76,9383022.05,11607041.56,10157302.77,11057028.66,10773428.87
TG 54:3; [M+Na]+@10.78,157621.8516,212071.6601,204638.645,139487.333,139385.822,232877.43,191864.9822,116147.7959,154681.807,177849.054,173221.1793,176774.9482,151335.1195,108974.3443,126721.6952,183065.9889,131649.5766,149918.4483,223819.7365,203571.2049,241869.3782,166420.7075,84901.47086,212817.4278,236668.6177,181330.0969,151709.1021,166123.1774,227559.4011,141202.6889,135141.3784,93629.11876,257234.0578,163057.2709,140358.1285,237425.4965,212903.3616,247705.0398,103999.8211,154979.2573,142904.6812,189164.6273,222278.1086,189685.7732,171684.5335,137429.2407,156739.2308,261115.6969,172952.5849,184918.2166,197229.9363,189939.4885,167755.5593,183454.3598,185859.8347
TG 54:3; [M+NH4]+@10.62,15619192.69,13691760.87,11538063.59,12752859.48,13410445.06,6671047.237,16169842.62,13217590.81,11253395.83,12202647.45,14514333.16,13708634.06,14808178.53,11849143.88,12467595.46,8118876.098,11000258.35,10938089.67,8424206.944,11142668.26,12120964.75,11708690.08,10029486.35,13096551.55,10642381.2,9008565.927,6240178.345,11698811.26,16580523.47,11643792.57,12453465.94,8623920.374,14697937.72,13319049.8,12852678.65,13309898.13,14097070.55,14154379.08,10403422.1,15436523.68,10459836.79,12681561.56,11177163.97,14834203.71,15253728.2,12194258.73,13436160.86,16119150.83,15421089.48,14497390.73,13923810.1,14379158.24,14667721.14,15024727.47,15263108.4
TG 54:3; [M+NH4]+@10.76,15619192.69,13691760.87,11538063.59,12752859.48,13410445.06,6671047.237,16169842.62,13217590.81,11253395.83,12202647.45,14514333.16,13708634.06,14808178.53,11849143.88,12467595.46,8118876.098,11000258.35,10938089.67,8424206.944,11142668.26,12120964.75,11708690.08,14357443.68,13096551.55,10642381.2,9008565.927,6240178.345,11698811.26,16580523.47,11643792.57,12453465.94,8822346.776,14697937.72,13319049.8,12852678.65,13309898.13,14097070.55,14154379.08,10403422.1,15436523.68,10459836.79,12681561.56,11177163.97,14834203.71,15253728.2,12194258.73,13436160.86,16119150.83,15421089.48,14497390.73,13923810.1,14379158.24,14667721.14,15024727.47,15263108.4
TG 54:4; [M+NH4]+@10.58,8692016.315,12439534.82,8585559.129,9526760.405,10582555.9,5975791.026,14625442.62,11615640.96,8550445.954,7942825.78,10458572.52,11328968.62,11962471.48,7785359.897,9101039.28,6269369.248,7082149.437,8348171.321,7266154.796,9130165.906,10509857.04,8453810.299,8450888.795,12616499.52,10455663.76,6419225.903,4083570.756,7632796.054,13410085.04,7936944.471,9249102.857,7930442.812,8071706.737,8145526.62,5546328.606,9290444.701,12613962.43,11969207.52,8362634.139,13368243.81,6108774.48,9721186.964,8095376.124,9743498.846,11435623.39,8622001.497,11455657.93,10137750.82,12081334.29,9997768.52,10504505.3,10354498.87,12248718.18,12093854.59,12822112.96
TG 54:5; [M+NH4]+@10.33,7585747.538,8454223.336,6071259.844,7201121.374,11824077.66,3017665.581,11883934.32,10933111.24,6936347.336,6555465.309,8282712.17,8895101.609,12585554.32,9776452.356,9271295.689,7700537.795,4743345.08,5716380.638,3359682.739,6145870.977,8834298.883,11394249.18,9447572.043,9999749.162,5036140.74,2969373.759,1760676.758,5842813.722,13021903.41,8464165.946,9035791.139,8095553.794,6346124,4995778.618,3302668.587,6800690.811,10949581.27,10585669.23,7523599.929,11157695.68,4177791.738,5484168.323,4223032.547,5594913.494,11104816.64,9577003.838,10360585.33,9475526.442,10613097.63,7593344.43,8296041.493,9651169.248,10371088.91,9483462.692,11114967.18
TG 54:6; [M+NH4]+@10.07,2745426.665,1852829.413,1602243.434,2801381.138,7320586.867,514727.7549,6119326.698,8484095.137,2080434.581,2579558.333,3512968.62,3332296.219,7808412.507,9851642.611,8275336.174,7468595.086,1663683.435,2162195.883,1022953.091,1913545.28,4896035.149,8123656.307,9254507.127,5745478.093,1472827.349,972198.4618,449852.792,2169318.626,8710777.285,7417335.507,7276943.111,7301917.675,1684795.356,2350023.043,1102946.281,1977948.341,4554014.357,2999691.841,9250028.315,6235668.27,1709276.604,1459048.111,954660.4695,1764369.78,6567329.497,7079163.803,6256504.271,8462586.218,3690469.134,4216480.48,4200026.684,3800669.061,4044082.896,4472689.145,3980701.954
TG 54:7; [M+NH4]+@9.91,418087.3128,245189.5077,181361.3202,457909.3503,1008795.875,35049.22302,767872.9788,1032900.206,330253.6485,343015.7941,497808.0025,408604.1102,1037198.972,1892003.917,1443003.6,1627572.008,738716.1082,857326.5002,355617.0419,663112.9521,988583.3287,1527626.577,1990379.312,760477.7392,378955.3474,433400.8285,187143.1342,862451.2384,1059226.545,1521540.435,1012338.756,1587795.939,255960.854,448754.414,307225.6895,327198.263,588195.5974,320013.9258,2011967.234,952755.9637,422545.605,259073.7374,197018.7465,400256.8339,752267.3514,1184224.496,923383.3194,1513547.316,614607.7885,615352.1144,609300.4438,644165.1334,635867.1079,614007.1924,582380.8306
TG 54:8; [M+NH4]+@9.77,66404.99982,31054.12994,18546.01415,65585.24292,82400.83643,5497.482058,67838.12911,86419.02569,45347.87156,60291.66985,63428.58607,47727.64806,69226.29011,150157.56,80544.02721,159231.3736,336312.912,305490.4429,77854.64465,212658.0932,161608.8305,194010.8097,301931.4671,87514.5454,69356.58093,138791.3326,44461.64562,341435.7827,109082.915,170185.2877,114023.7729,203020.0892,64560.76192,85365.97738,123988.3345,65801.89311,47820.02235,32578.84929,197888.6608,96678.51583,143110.6977,51418.97804,40384.51062,120051.2143,55223.9362,120482.7928,74610.71515,154148.749,115839.0451,108533.8377,103428.3567,88060.32396,105734.3583,95468.33493,85742.72512
TG 55:0; [M+NH4]+@11.46,15461.67291,7526.529494,7479.330582,22902.15806,40222.88067,17934.24779,30785.51561,20560.54138,10665.28962,19679.46351,23461.53205,16156.94023,26064.56939,47388.36646,30286.96787,15375.80377,14297.97324,7956.718281,7525.882216,8500.275642,6256.571597,6992.40639,6614.00768,6171.375354,20736.03748,16371.33521,11038.73716,11820.26696,15655.03348,17443.8803,12059.01596,8079.768775,12146.94412,9823.136801,14536.50492,16295.851,20668.73229,6243.853304,21226.03498,27230.24955,14365.37774,16485.77875,8333.08627,14776.10129,11924.47282,21221.21471,9751.528807,16730.43499,22749.47357,16960.95276,13990.85333,14009.60142,16113.22395,6837.177209,9968.871287
TG 55:1; [M+NH4]+@11.24,203760.4529,88253.7117,65281.01411,195698.35,276520.2163,23446.41501,179226.7967,174818.2837,116393.9215,168654.308,246005.2168,138951.394,195226.4274,323836.1491,252486.7332,232471.8978,77689.4544,37109.5012,24412.7502,50028.13781,78144.317,69961.13081,75016.16873,63711.65966,47574.30371,42682.86988,46450.83032,69227.7458,139366.2519,145525.9923,92671.74393,103131.0955,77651.17111,115337.4461,162374.6723,83393.08007,96016.25581,72124.18787,157367.4887,145069.417,101834.6108,74059.64219,38137.47952,77566.10488,72286.07383,155774.3905,106643.2663,144583.0136,106985.628,110313.3133,99140.96278,102888.1591,124191.8564,100579.3209,124647.5619
TG 55:2; [M+NH4]+@10.99,884301.332,411544.3062,332598.483,915776.2429,868014.1571,96205.23339,641927.4729,713907.5193,559561.9937,750717.3094,1038170.564,618092.6123,731552.7308,952773.4814,870997.4112,671274.7438,388825.0265,343780.6991,140065.1818,207488.6238,295093.61,329294.2279,392461.226,255298.9658,192636.0758,158937.5608,108174.0378,345275.0075,533886.3314,499090.4115,447944.2891,409487.6204,379193.7027,594658.3697,810499.3767,526750.0102,356744.3777,253027.4346,553074.6695,548832.2397,532902.7619,288192.9611,205236.1003,388111.8766,440811.3469,610653.4491,413859.0477,434655.5646,437791.2118,410237.4186,434528.0706,459463.9881,507304.7764,486988.8308,482409.1767
TG 55:3; [M+NH4]+@10.79,1249023.256,761770.461,637544.013,1117135.216,731307.1593,106638.828,749948.5178,738241.4514,894062.5402,1001989.423,1290028.166,1072368.641,712537.8316,613717.5466,654703.6079,488559.9076,528892.3876,519444.5726,187882.3448,406644.0958,381593.2033,456852.8165,557731.5003,414165.1076,421925.9551,337099.778,122602.6607,427699.093,613503.5998,503408.9004,538373.0815,509054.6798,669728.1848,659845.1624,728540.4287,761966.6909,458982.4989,305977.6539,312077.7014,569457.3503,518809.8051,453639.3096,392955.5192,569590.7752,500224.3307,640799.2608,419392.2537,380454.2037,627425.1811,645781.0675,622933.5801,581368.0142,624300.3998,667183.4978,642373.9072
TG 55:4; [M+NH4]+@10.60,105949.4484,152926.4925,112628.2813,111351.5514,133941.4191,46900.40637,116183.6724,97500.49495,116131.0358,146029.4379,183100.7499,131989.2337,93938.24957,68291.29319,73249.74404,100195.3922,74242.21781,74310.42179,63255.32465,91866.18633,81210.93927,165588.4258,77859.30824,102982.7906,91426.64537,106611.4063,29040.57106,66369.98348,128077.871,91778.8382,80795.03793,97258.06941,74965.24627,117092.3404,56888.43432,96011.04433,88215.32114,80108.15544,71381.11589,91646.13492,74019.26942,73225.81053,70505.03855,87273.3693,86426.94264,106489.3658,102223.849,102959.2413,108328.8599,102613.8708,102139.1096,64753.9037,100717.3444,115563.0365,103884.9246
TG 55:5; [M+NH4]+@10.43,62211.72169,46432.37734,18634.75894,25481.93551,36795.93558,20832.02055,47901.67341,43654.05431,34179.49167,33285.34812,58976.70446,40770.93246,33706.44556,42871.11662,54246.83972,45640.32008,20680.8569,34980.33228,28118.63633,47286.09857,46380.46091,44850.37735,39138.68915,53455.77733,37675.69423,28092.77209,14717.41699,35772.00285,47363.79095,68733.44313,39841.66712,30694.64553,28727.38953,45516.11616,24505.07951,43196.02943,45040.454,52138.98084,65872.60775,89825.54354,20898.33105,53466.32522,39065.55511,35480.07481,32338.67762,45403.48375,54992.60333,49433.53688,26119.82289,40436.25526,37169.98847,53336.46263,25611.19629,72610.72461,35630.29099
TG 55:6; [M+NH4]+@10.27,18205.92861,19478.20636,9572.794969,15699.06232,19083.30363,5304.856706,23558.26966,25988.67573,18122.56092,9616.378196,25368.04262,26181.63136,18200.24425,30444.25205,29877.19032,21758.74543,30781.58908,17436.26793,21637.11465,18817.28948,27254.37641,26116.79793,24410.28547,22620.10656,15174.56589,13584.10598,12049.34307,19863.06952,40865.6084,24894.26547,26237.07549,18656.26451,17547.09509,30328.11194,12822.87316,13834.74556,20476.35414,22862.28302,26674.09232,30266.89344,13921.4826,14367.26637,15204.59012,19677.74707,20797.51953,33018.94117,28607.97746,43645.85915,17950.88324,26270.95228,13305.98691,26470.91416,11795.89361,22261.44318,19808.29783
TG 55:7; [M+NH4]+@10.12,7696.840417,5954.112549,1578.015142,9961.064486,16220.94962,6116.795157,8038.236725,9846.628767,3279.545116,9077.695019,4331.16854,6016.052282,4031.886497,9409.531343,14922.62109,14923.17834,N/A,15784.80317,11972.54027,15051.81114,12746.28615,23532.20323,35224.6571,14769.76105,10617.34789,6113.485952,17226.43154,18275.59719,18461.16237,17711.58618,12815.81047,20968.79753,12257.75902,8575.421614,4759.791975,13892.69256,12039.32546,4235.046194,9492.705237,15512.72397,15118.94703,10189.12835,3568.906039,6776.75858,5311.491847,9172.025357,14594.31082,11156.01992,15011.23136,3774.213807,16592.44575,10419.31262,7466.24416,4936.707041,10971.40872
TG 56:0; [M+NH4]+@11.61,54563.89034,22702.8068,26530.82856,25844.63484,38840.38958,32421.85052,19503.51229,24417.66112,22550.76757,14417.03008,50918.72174,18686.19183,21721.88605,37681.09848,68595.64402,38934.72058,14116.05236,18723.6832,4207.260523,11265.94428,12700.07649,13591.452,10800.53805,5986.213689,22783.62457,24375.12879,12546.04514,27447.20749,20638.85855,20135.44031,12817.57449,12826.40728,10838.66005,13265.49467,33249.9999,9843.655149,47697.15502,13056.2292,32402.24446,21623.96343,13668.29676,22336.07027,11936.36665,14955.75539,9929.304384,26503.60149,13610.95883,14020.9536,43411.68139,24866.6877,15636.70107,18970.58847,13382.16222,11593.82925,6681.452985
TG 56:1; [M+NH4]+@11.37,197925.0081,76550.29532,61536.12126,353623.6295,279462.7815,14030.12554,288432.4641,361213.8253,83305.07386,261397.5998,232370.1433,107147.8048,303097.3597,548458.5771,445360.2883,261951.5551,124359.5152,65092.71652,23007.55911,39499.35592,92691.91682,117342.9791,144503.3452,71512.36581,30918.66589,41215.0753,29910.38161,148044.9215,131302.5998,151852.2703,164911.9497,74300.71776,101933.9739,153197.4476,137242.5114,68119.13375,82191.39772,62723.69709,326522.1356,137794.8102,95069.57543,65672.16717,31493.7403,80297.02844,73725.72704,144684.2568,148648.9379,184758.4655,98742.74845,88813.91698,73957.40418,159172.5765,171002.8856,94090.93075,160245.2002
TG 56:2; [M+NH4]+@10.92,2029238.448,844878.014,790644.8101,2356166.214,2004754.831,149565.3434,1436845.366,1714080.581,981366.5964,1446425.805,2352967.224,1349081.412,1605219.652,2462818.096,1960669.634,1645761.604,836069.086,730408.2307,221110.5417,429936.5734,609150.1641,688845.2608,884247.3386,507077.4226,443095.071,292281.7903,213915.7486,1006743.041,1252046.001,1479476.394,948232.4776,898008.5917,567805.5658,1002685.805,1567504.77,743531.0752,645613.6831,391988.0029,1494871.017,858808.0759,1057177.829,431079.0796,286580.1349,555894.1615,748085.6418,1312067.532,813127.9782,1080359.437,958982.4953,846569.1605,840231.2948,896620.607,1007492.234,966906.0573,880277.0584
TG 56:3; [M+NH4]+@10.96,4039205.04,2284378.832,2281404.908,3711562.487,2400769.472,313407.3634,1968223.59,2071587.807,2375226.74,2840478.181,3780323.405,2840063.732,1806920.151,2009219.474,1977496.081,1920544.682,1921435.861,1849840.293,684194.1457,1500983.486,1274243.811,1294243.231,1272129.64,1108414.279,1238712.22,863181.4032,454184.5953,2577622.994,1982505.477,1980123.908,1568384.677,1376922.627,1372867.918,2151208.89,2515151.199,1979505.095,1015305.535,759691.283,1507024.028,1252529.364,1909671.333,1106882.785,888151.2726,1632814.177,1231206.912,1622652.646,1289044.85,1433344.466,1725333.395,1673852.406,1652965.296,1703894.482,1851995.608,1782004.438,1724581.522
TG 56:4; [M+NH4]+@10.76,978485.238,735685.2357,571798.3695,912535.3986,854332.3935,315260.3955,877815.9233,878470.5388,607376.621,645941.6293,982228.2422,760190.2324,770127.0669,622885.0478,666163.9706,435166.1162,741993.5457,736402.3815,388442.9383,679609.1063,759259.4129,955378.5967,668560.1671,857950.6176,681865.8311,524087.7618,237939.1673,724553.4014,1064502.648,775845.4595,817977.3533,822062.848,530819.3204,574446.4523,537531.8985,507346.054,520148.3174,462948.2472,390149.2151,651799.6274,444537.9932,432752.738,389535.7729,516831.873,472334.9447,624405.3147,575994.5409,479776.3294,775858.0519,721710.7317,695175.8534,687718.6135,687796.6104,728009.3767,772598.711
TG 56:5; [M+NH4]+@10.59,236470.5212,267713.0985,219138.1944,231944.3749,381263.8258,134603.672,436777.3452,305877.5567,190601.8665,210441.8372,282061.4547,261387.1537,254837.4714,253817.5782,252822.749,238578.0502,431975.5274,474038.5395,366968.1779,474059.2992,591389.1922,498545.3321,518930.7296,592975.3496,456476.4023,302770.6663,157181.2476,453097.5276,600989.3396,431038.3306,433821.856,412115.4813,248895.9423,229038.971,212239.4001,262506.1207,285942.0492,278973.5451,261139.5899,308566.9789,217314.3561,236372.4363,207757.1652,239240.3839,275623.8058,248833.5716,243581.8302,192563.7697,365617.8745,334551.1891,336132.0673,321341.3938,381124.6376,376746.3467,374770.4101
TG 56:6; [M+NH4]+@10.42,113361.6096,91734.24387,76172.31004,79020.39444,240607.2056,93300.01509,226246.1179,163922.6233,101068.1823,85392.38929,93511.35392,101539.3959,178853.7079,140368.7802,142603.4413,130305.9394,277781.3873,367873.4047,311703.2608,353351.4648,520147.3528,630195.2173,440849.1682,547183.0625,349086.0971,232739.1711,114902.5748,296152.5285,462073.2127,424693.8062,396865.6552,357967.0672,131185.2132,89411.82259,48867.00723,97152.01283,190640.7162,155633.0261,162090.5516,175788.8362,104232.7776,132470.0545,110160.2624,111755.6379,169840.114,170490.7575,174796.4863,211927.7122,243495.0805,183764.6021,247089.9993,236133.0139,220622.7053,232243.9787,232229.802
TG 56:7; [M+NH4]+@10.26,85001.45734,68602.87723,36977.94555,59178.27032,147836.3003,41444.67112,179011.0289,121933.4318,62645.74473,71164.84569,61365.4835,41136.56488,108511.4619,125116.4776,140616.9035,87360.71888,348892.5189,491322.0303,365783.6259,420359.5975,530354.4351,652946.0051,557901.0636,498189.4051,348808.5753,240007.0816,134550.5362,391113.1754,489996.9109,394870.7051,291773.7876,382490.3889,101650.0229,91352.86471,32816.3526,79214.60572,131538.3347,102414.8947,114064.7161,90239.51701,81349.91618,80441.89288,84390.55092,119530.7821,113306.1757,95446.53499,95365.27505,118381.9996,192480.5447,180574.1792,193530.9754,168735.4989,188081.9499,175470.8642,211995.4407
TG 56:8; [M+NH4]+@10.10,48104.11051,34352.20622,24380.55815,36345.21427,107746.3084,16363.73492,123344.4795,62415.37101,36947.20341,27278.18174,48613.69172,45868.05439,61080.30228,67419.42178,77974.42646,63178.48752,325998.3862,435120.1093,252303.1482,313222.4022,406169.4853,521861.5449,546273.93,368814.4363,227256.2498,211900.5289,62194.51884,393105.3866,337166.9236,345335.2246,277226.2198,438468.9969,65407.99888,66094.82631,39167.18653,54393.62051,63869.08721,59891.97899,121324.7805,84626.0381,93707.99421,62177.23329,57716.22754,95428.01721,72645.87802,75401.16616,65932.99256,126638.1296,175184.5282,155605.6013,144476.5228,170217.3629,168737.6805,150465.3409,147543.236
TG 56:9; [M+NH4]+@9.91,24987.35691,16406.16168,10876.66628,13783.28376,36953.10592,N/A,27780.72781,18588.44945,10824.86072,14849.37355,21542.27182,12999.56333,23233.40465,28434.42288,34561.08896,40244.80413,135593.3947,143707.3962,60909.59782,99061.20373,151065.5813,205546.1233,257055.9892,103889.732,48191.03728,69806.0437,18546.7661,149682.9479,85101.98269,145036.8769,113172.2032,179772.8471,32941.07626,26585.56942,17905.93325,32568.97752,20946.68339,13959.93529,59174.39495,29116.23568,27624.35885,14123.78645,16362.14898,26285.37557,21179.91972,28213.12273,22207.58835,67346.23852,62484.25443,45073.57899,45383.89823,54166.96517,56164.69133,45549.14181,53231.35573
TG 57:1; [M+NH4]+@10.96,67006.29656,57671.39971,74613.87655,59442.1688,49807.92955,97620.44196,65898.71172,79125.88118,50409.32735,41695.78536,56596.32886,65224.9666,57572.62975,122902.0381,69363.67584,67015.3637,45673.81956,55630.08018,36828.51159,37508.98151,49943.35823,21393.88267,24229.05914,51535.15568,50478.06702,80415.81509,52596.5022,54115.28219,49383.58983,33291.30222,46336.18534,21396.54301,71771.09133,46441.95738,51228.57722,43630.79375,71462.66074,53343.7538,55438.79939,66085.12674,29152.32099,85724.57839,69052.73361,34881.97451,54272.70339,64218.75093,49151.92952,51203.95275,64598.0684,55537.59095,38861.8994,52039.37586,37180.39926,38217.48903,33899.75921
